hotel,is_canceled,lead_time,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,0,2023-08-07,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Contract,162.0,1,1
City Hotel,1,115,2025-06-21,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.6,0,0
Resort Hotel,0,34,2024-08-02,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,165.23,0,0
City Hotel,0,75,2024-06-04,1,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.28,0,0
Resort Hotel,0,26,2023-08-31,1,3,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,3,No Deposit,0,Transient,155.5,0,0
City Hotel,1,104,2023-12-03,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,75.0,0,0
City Hotel,1,147,2023-07-21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,75.0,0,0
City Hotel,1,244,2024-08-02,0,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,0,Transient,90.95,0,0
City Hotel,0,4,2024-04-02,0,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,1
City Hotel,0,13,2024-03-20,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,1
City Hotel,1,35,2024-09-26,1,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,149.4,0,1
City Hotel,1,116,2024-02-28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,61.0,0,0
City Hotel,0,15,2024-09-02,1,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,153.0,0,0
City Hotel,0,7,2024-05-05,0,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,112.0,0,0
City Hotel,1,36,2025-02-08,2,4,1,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,74.8,0,0
Resort Hotel,0,15,2025-02-08,2,4,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,43.0,0,2
City Hotel,1,250,2024-10-24,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,128.7,0,1
City Hotel,1,26,2024-09-27,0,4,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,226.5,0,0
City Hotel,0,256,2024-06-15,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,90.0,0,0
City Hotel,1,8,2024-06-10,0,2,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,156.0,0,0
Resort Hotel,0,30,2024-03-07,1,5,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.4,0,0
City Hotel,1,6,2023-09-20,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,0,Transient,90.0,0,0
City Hotel,0,186,2024-04-22,1,2,3,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,115.0,0,0
City Hotel,0,123,2025-05-19,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0
Resort Hotel,0,24,2024-11-13,4,9,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,54.0,0,0
Resort Hotel,0,68,2023-10-18,4,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,55.0,0,2
City Hotel,1,2,2024-10-26,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,130.0,0,0
City Hotel,1,51,2024-11-03,1,3,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.0,0,0
City Hotel,0,1,2025-05-09,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,65.0,0,0
City Hotel,0,41,2024-04-19,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,99.9,1,1
Resort Hotel,0,0,2025-01-29,1,0,2,0.0,0,BB,ITA,Direct,TA/TO,1,0,0,A,A,0,No Deposit,0,Transient-Party,45.0,0,2
City Hotel,1,312,2025-07-11,0,4,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,126.73,0,1
City Hotel,0,175,2025-08-31,1,3,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,86.85,0,2
Resort Hotel,0,57,2025-04-14,2,7,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,92.0,0,0
City Hotel,1,210,2023-10-08,1,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient-Party,0.0,0,0
City Hotel,0,3,2025-02-27,1,1,1,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,88.0,0,2
City Hotel,0,116,2025-03-24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,100.0,0,1
City Hotel,1,54,2024-07-10,2,0,2,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.5,0,0
City Hotel,0,208,2025-07-25,2,6,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,0
City Hotel,0,7,2024-02-05,0,1,2,0.0,1,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,81.0,0,2
City Hotel,0,316,2024-05-26,0,3,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient-Party,110.0,0,0
City Hotel,0,10,2025-03-05,2,0,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.0,0,1
City Hotel,1,178,2025-06-09,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130.0,0,0
City Hotel,1,1,2024-02-14,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.0,0,0
City Hotel,1,141,2025-06-27,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130.0,0,0
Resort Hotel,0,34,2024-10-28,2,5,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89.59,0,2
City Hotel,0,111,2024-08-11,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,127.8,0,1
City Hotel,1,30,2024-12-11,2,0,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.0,0,2
Resort Hotel,0,9,2023-12-09,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,25.0,0,0
City Hotel,1,119,2023-07-20,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,76.5,0,1
City Hotel,0,144,2024-06-15,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,140.4,0,2
City Hotel,0,165,2025-03-09,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.4,0,3
City Hotel,1,184,2024-10-12,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.1,0,0
City Hotel,1,129,2025-03-16,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,125.85,0,1
Resort Hotel,0,2,2025-01-28,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,88.0,0,1
City Hotel,0,8,2024-06-30,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,204.0,0,1
City Hotel,0,16,2023-10-15,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,65.0,0,0
City Hotel,0,60,2023-10-09,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,62.18,0,1
City Hotel,1,38,2024-12-21,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.7,0,1
City Hotel,0,195,2024-10-28,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,2
Resort Hotel,1,244,2024-09-18,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,140.0,0,1
City Hotel,0,4,2024-07-06,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,139.0,0,1
City Hotel,0,3,2023-08-17,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,117.33,0,0
Resort Hotel,0,364,2024-10-12,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,72.0,0,0
Resort Hotel,0,12,2024-11-08,0,4,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,55.0,1,1
City Hotel,1,171,2024-08-05,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.45,0,0
City Hotel,1,105,2025-05-13,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0
Resort Hotel,0,1,2024-03-08,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,5,D,D,1,No Deposit,0,Transient,39.33,0,0
City Hotel,1,37,2024-06-26,2,1,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,115.32,0,0
City Hotel,1,91,2024-10-20,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.3,0,2
City Hotel,0,34,2024-11-07,1,2,1,0.0,0,BB,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,0,Transient,169.2,0,0
City Hotel,1,330,2023-09-12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0
Resort Hotel,0,140,2025-07-26,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,200.0,0,2
City Hotel,1,169,2025-06-08,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,170.0,0,0
City Hotel,0,13,2025-05-17,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,D,D,0,No Deposit,0,Transient,110.0,0,0
City Hotel,0,1,2024-06-17,1,2,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,1
City Hotel,0,0,2023-08-07,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,0
City Hotel,0,59,2025-07-17,1,2,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,200.0,0,0
City Hotel,0,76,2024-11-11,0,2,2,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,1
Resort Hotel,0,128,2024-07-07,2,3,2,1.0,0,BB,RUS,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,169.95,0,1
Resort Hotel,0,20,2024-01-08,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,35.25,0,0
City Hotel,0,58,2025-05-06,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,187.2,1,0
Resort Hotel,0,0,2024-12-12,1,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,41.11,1,1
Resort Hotel,1,49,2024-03-05,2,2,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,0,Transient-Party,81.0,0,0
City Hotel,0,13,2025-02-22,0,3,2,0.0,0,BB,GBR,Online TA,GDS,0,0,0,A,A,1,No Deposit,0,Transient,105.33,0,1
Resort Hotel,0,50,2025-05-31,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,150.0,0,0
City Hotel,1,197,2025-05-25,2,4,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,129.6,0,1
City Hotel,0,0,2023-08-05,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,90.0,0,2
City Hotel,0,145,2025-07-06,0,3,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,152.1,0,1
Resort Hotel,0,172,2024-04-18,3,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,46.8,0,1
Resort Hotel,0,17,2023-07-30,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,153.0,0,1
City Hotel,0,198,2024-12-08,2,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63.75,0,2
Resort Hotel,0,9,2025-01-14,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,0,Transient,85.0,1,3
City Hotel,1,108,2025-07-24,1,2,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,195.0,0,1
City Hotel,0,94,2025-06-11,2,2,2,0.0,0,BB,PHL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,126.0,0,0
Resort Hotel,0,27,2024-04-08,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,64.8,0,0
City Hotel,0,75,2025-03-05,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,91.8,0,1
Resort Hotel,0,26,2025-03-14,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,55.0,0,0
Resort Hotel,0,0,2024-11-07,1,0,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,70.0,0,0
City Hotel,0,317,2025-06-02,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,104.4,0,3
Resort Hotel,0,62,2025-02-25,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.0,0,1
Resort Hotel,0,0,2024-06-12,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,1,1
Resort Hotel,0,19,2024-09-19,1,1,2,0.0,0,Undefined,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,169.0,1,0
City Hotel,0,11,2023-08-23,2,1,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,90.0,0,1
Resort Hotel,1,250,2025-06-17,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,2
City Hotel,0,74,2025-07-01,2,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,150.0,0,1
City Hotel,1,304,2024-11-03,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,89.0,0,0
Resort Hotel,1,232,2025-03-16,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,55.8,0,1
Resort Hotel,0,4,2023-08-03,1,0,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,143.34,0,2
City Hotel,0,84,2023-11-27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,0.0,0,0
City Hotel,0,292,2024-07-21,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,115.0,0,0
City Hotel,0,15,2024-05-18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,F,0,No Deposit,0,Transient,112.8,0,0
City Hotel,1,35,2024-11-29,4,11,2,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,2
City Hotel,0,448,2025-06-17,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,112.67,0,1
City Hotel,0,3,2025-02-24,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,113.0,0,0
City Hotel,0,146,2025-08-04,2,2,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,1
City Hotel,1,129,2025-01-08,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,0,Transient,67.0,0,0
City Hotel,0,20,2024-09-12,1,0,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,2
City Hotel,0,84,2024-09-13,0,5,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,168.3,0,2
Resort Hotel,0,2,2025-05-28,1,0,2,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,115.0,1,0
City Hotel,0,75,2025-05-09,0,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.1,0,0
City Hotel,0,71,2025-08-06,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,150.0,0,3
City Hotel,0,6,2024-08-26,2,3,2,0.0,0,BB,SRB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,101.73,0,1
Resort Hotel,0,119,2024-05-18,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,41.75,0,0
City Hotel,1,105,2025-05-13,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135.0,0,0
Resort Hotel,0,364,2024-10-12,0,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,66.0,0,0
City Hotel,1,587,2025-02-16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0
City Hotel,0,50,2024-11-11,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,97.2,0,1
Resort Hotel,0,0,2024-03-27,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,48.0,0,0
City Hotel,1,348,2025-06-03,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0
City Hotel,0,126,2024-06-02,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,80.75,0,0
City Hotel,0,95,2024-05-29,2,0,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,0.0,0,0
Resort Hotel,0,31,2025-08-28,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,196.75,1,2
Resort Hotel,0,97,2025-08-08,2,5,2,0.0,0,HB,PRT,Direct,TA/TO,1,0,1,F,F,2,No Deposit,0,Transient,349.0,0,2
City Hotel,0,5,2023-08-16,2,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Contract,162.0,1,2
City Hotel,1,332,2023-09-14,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0
City Hotel,0,83,2023-09-23,0,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,84.0,0,0
City Hotel,1,185,2024-12-16,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,0
City Hotel,0,145,2025-04-15,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,0
Resort Hotel,0,203,2025-05-25,0,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient-Party,60.0,0,0
Resort Hotel,0,65,2023-08-08,2,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,209.0,0,1
Resort Hotel,0,174,2025-08-01,0,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,193.1,0,1
City Hotel,0,217,2025-04-25,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,99.0,0,1
Resort Hotel,0,0,2023-09-25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,80.1,0,0
Resort Hotel,0,0,2024-04-17,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,85.0,0,0
City Hotel,0,0,2024-12-22,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,1,0,4,A,A,0,No Deposit,0,Transient,56.0,0,0
City Hotel,0,0,2023-11-30,3,7,1,0.0,0,BB,NLD,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,0,Transient,69.0,0,1
Resort Hotel,0,0,2023-12-15,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,35.0,0,0
Resort Hotel,1,12,2024-04-27,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,72.0,0,0
Resort Hotel,1,217,2023-08-28,3,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,88.4,0,0
City Hotel,1,64,2024-09-24,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,149.4,0,1
Resort Hotel,0,58,2024-11-17,2,5,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,58.4,1,0
City Hotel,0,1,2025-02-24,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.0,0,2
City Hotel,1,12,2024-09-19,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,2,No Deposit,0,Transient,110.0,0,0
City Hotel,1,96,2023-07-11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,94.5,0,0
City Hotel,0,85,2024-12-08,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75.0,0,0
City Hotel,1,94,2024-07-07,2,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,146.7,0,0
City Hotel,0,43,2025-01-28,2,3,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.0,0,1
City Hotel,0,114,2024-08-04,0,2,3,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,137.7,0,0
Resort Hotel,1,334,2025-08-01,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,156.6,0,0
City Hotel,1,260,2023-07-04,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,62.0,0,0
Resort Hotel,1,69,2025-06-04,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,144.0,0,1
Resort Hotel,0,78,2024-12-31,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,1,No Deposit,0,Transient-Party,168.0,0,0
City Hotel,0,301,2024-07-30,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,90.0,0,0
City Hotel,1,174,2023-10-10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,70.0,0,0
Resort Hotel,0,32,2024-12-19,3,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,50.15,0,0
City Hotel,0,153,2024-06-30,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,2
Resort Hotel,1,63,2024-09-28,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,76.0,0,0
City Hotel,0,2,2024-01-29,0,2,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,162.0,0,1
City Hotel,0,45,2024-10-04,0,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,102.04,0,1
Resort Hotel,0,5,2025-05-29,1,1,2,0.0,0,BB,CPV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.0,0,1
