booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-038286,Resort Hotel,0,21,2025,July,28,11,2025-07-11,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,158.0,0,1
HB-074382,City Hotel,1,283,2023,July,30,27,2023-07-27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-002433,Resort Hotel,0,1,2023,October,41,14,2023-10-14,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,5.0,,0,Transient-Party,37.6,1,1
HB-091574,City Hotel,0,0,2024,June,25,23,2024-06-23,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.0,0,1
HB-108169,City Hotel,0,58,2025,August,34,23,2025-08-23,0,2,1,0.0,0,BB,ITA,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,7.0,,0,Transient,111.2,0,1
HB-051116,City Hotel,1,276,2024,May,20,13,2024-05-13,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,160,Transient,61.0,0,0
HB-063416,City Hotel,1,18,2025,February,7,11,2025-02-11,2,2,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,198.0,0,0
HB-059202,City Hotel,1,202,2024,October,43,22,2024-10-22,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.7,0,0
HB-027630,Resort Hotel,0,0,2024,September,36,3,2024-09-03,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,,0,Transient,179.0,0,0
HB-032693,Resort Hotel,0,1,2025,February,5,1,2025-02-01,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,130.0,0,Transient-Party,35.0,0,0
HB-036043,Resort Hotel,0,2,2025,May,19,7,2025-05-07,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,195.0,0,Group,45.0,0,0
HB-104700,City Hotel,0,29,2025,January,3,18,2025-01-18,0,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,65.0,0,0
HB-032948,Resort Hotel,0,14,2025,February,6,9,2025-02-09,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,467.0,,0,Transient,38.4,0,0
HB-096920,City Hotel,0,58,2024,September,36,8,2024-09-08,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,149.4,0,1
HB-098230,City Hotel,0,114,2024,September,39,23,2024-09-23,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,135.9,0,2
HB-009343,Resort Hotel,1,136,2024,November,46,14,2024-11-14,3,7,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,0
HB-088624,City Hotel,0,1,2024,May,19,6,2024-05-06,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,216.0,0,Transient,105.0,0,0
HB-070238,City Hotel,1,20,2025,June,24,12,2025-06-12,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,99.0,0,0
HB-068266,City Hotel,1,104,2025,May,20,15,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-037489,Resort Hotel,0,145,2025,June,25,18,2025-06-18,1,0,2,0.0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,59.4,0,0
HB-080339,City Hotel,0,61,2023,November,45,12,2023-11-12,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,81.9,0,1
HB-089785,City Hotel,0,8,2024,May,21,25,2024-05-25,0,1,2,0.0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,0
HB-109510,City Hotel,0,160,2025,April,15,9,2025-04-09,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2
HB-051809,City Hotel,1,323,2024,May,21,26,2024-05-26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-071137,City Hotel,1,368,2025,June,26,28,2025-06-28,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0
HB-104303,City Hotel,0,75,2025,January,2,8,2025-01-08,2,1,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,330.0,,0,Transient-Party,67.0,0,2
HB-000465,Resort Hotel,1,15,2023,July,29,17,2023-07-17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1
HB-100488,City Hotel,0,0,2024,October,44,28,2024-10-28,0,0,0,0.0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,9.0,,0,Transient,0.0,0,1
HB-098043,City Hotel,0,44,2024,September,38,20,2024-09-20,0,4,2,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,157.0,,0,Transient,101.52,0,0
HB-103205,City Hotel,0,10,2024,December,50,15,2024-12-15,0,1,1,0.0,0,BB,MAR,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,88.0,0,0
HB-061188,City Hotel,1,70,2024,December,49,3,2024-12-03,2,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,74.8,0,2
HB-003114,Resort Hotel,0,105,2023,November,46,18,2023-11-18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0
HB-109453,City Hotel,0,102,2025,April,15,9,2025-04-09,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
HB-035364,Resort Hotel,0,33,2025,April,15,8,2025-04-08,4,8,2,0.0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40.0,,0,Contract,106.85,0,1
HB-046822,City Hotel,1,151,2024,January,3,19,2024-01-19,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,63,Transient-Party,80.0,0,0
HB-089507,City Hotel,0,189,2024,May,20,19,2024-05-19,0,3,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,65.0,0,0
HB-029523,Resort Hotel,0,10,2024,October,44,29,2024-10-29,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,36.0,0,0
HB-078438,City Hotel,0,0,2023,October,40,7,2023-10-07,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,138.0,0,0
HB-091319,City Hotel,0,45,2024,June,25,17,2024-06-17,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1
HB-049389,City Hotel,1,29,2024,April,15,12,2024-04-12,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.15,0,0
HB-026161,Resort Hotel,0,140,2024,July,29,19,2024-07-19,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,150.0,1,1
HB-058737,City Hotel,1,93,2024,October,42,15,2024-10-15,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,115.0,0,0
HB-045919,City Hotel,0,84,2023,November,48,27,2023-11-27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,1
HB-098260,City Hotel,0,35,2024,September,39,25,2024-09-25,2,0,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,117.0,0,2
HB-118591,City Hotel,0,11,2025,August,34,22,2025-08-22,0,1,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,G,1,No Deposit,9.0,,0,Transient,170.0,0,0
HB-064131,City Hotel,1,28,2025,March,9,2,2025-03-02,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0
HB-045915,City Hotel,0,84,2023,November,48,27,2023-11-27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0
HB-102155,City Hotel,0,215,2024,November,47,21,2024-11-21,1,2,2,0.0,0,BB,POL,Groups,Corporate,0,0,0,A,D,2,No Deposit,,233.0,0,Transient,91.67,0,0
HB-043274,City Hotel,0,162,2023,September,37,17,2023-09-17,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,3.0,,0,Transient-Party,60.0,0,0
HB-097641,City Hotel,0,85,2024,September,37,15,2024-09-15,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1
HB-054814,City Hotel,1,391,2024,July,30,27,2024-07-27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0
HB-086345,City Hotel,0,123,2024,March,13,28,2024-03-28,1,3,3,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,B,1,No Deposit,,,0,Transient,93.0,0,2
HB-078766,City Hotel,1,14,2023,October,42,19,2023-10-19,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,126.0,0,0
HB-070275,City Hotel,1,36,2025,June,24,13,2025-06-13,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,144.0,0,1
HB-118745,City Hotel,0,96,2025,August,34,21,2025-08-21,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168.0,,0,Transient,89.1,0,0
HB-017517,Resort Hotel,0,3,2023,December,49,10,2023-12-10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,9.0,0,Transient,35.0,0,0
HB-056659,City Hotel,1,198,2024,September,37,9,2024-09-09,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0,0
HB-097628,City Hotel,0,179,2024,September,37,12,2024-09-12,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.75,0,0
HB-000713,Resort Hotel,1,33,2023,July,30,26,2023-07-26,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,5.0,,0,Transient,132.5,0,0
HB-028469,Resort Hotel,0,0,2024,October,40,3,2024-10-03,1,0,2,0.0,0,BB,SWE,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,130.0,0,0
HB-018037,Resort Hotel,0,0,2023,October,44,30,2023-10-30,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,37.73,0,1
HB-024954,Resort Hotel,0,1,2024,June,23,9,2024-06-09,0,1,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,119.0,0,0
HB-056094,City Hotel,1,102,2024,August,35,28,2024-08-28,6,12,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,111.7,0,0
HB-043205,City Hotel,0,15,2023,September,37,16,2023-09-16,0,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Contract,115.0,0,2
HB-069032,City Hotel,1,243,2025,May,21,24,2025-05-24,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,138.77,0,2
HB-071285,City Hotel,1,140,2025,July,27,1,2025-07-01,2,1,2,0.0,0,SC,JOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0
HB-069029,City Hotel,1,262,2025,May,21,24,2025-05-24,0,4,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.5,0,2
HB-013735,Resort Hotel,1,172,2025,August,35,28,2025-08-28,1,2,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,315.0,,0,Contract,198.05,0,0
HB-093415,City Hotel,0,12,2024,July,29,19,2024-07-19,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,87.78,0,2
HB-113771,City Hotel,0,82,2025,June,23,8,2025-06-08,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,126.0,0,1
HB-052375,City Hotel,1,275,2024,June,23,4,2024-06-04,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,5.0,,69,Transient,62.8,0,0
HB-090401,City Hotel,0,58,2024,June,23,5,2024-06-05,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.92,0,1
HB-099145,City Hotel,0,85,2024,October,40,6,2024-10-06,1,3,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,1
HB-110283,City Hotel,0,7,2025,April,17,22,2025-04-22,2,1,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,159.0,0,1
HB-004995,Resort Hotel,1,212,2024,April,15,11,2024-04-11,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,273.0,,0,Transient,67.05,0,0
HB-026033,Resort Hotel,0,12,2024,July,29,15,2024-07-15,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,193.5,0,1
HB-097222,City Hotel,0,8,2024,September,37,12,2024-09-12,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8.0,,0,Transient,187.55,0,1
HB-041579,City Hotel,1,11,2023,August,33,18,2023-08-18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,Non Refund,,48.0,0,Transient,67.0,0,0
HB-009745,Resort Hotel,1,196,2024,December,1,30,2024-12-30,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,,308.0,0,Transient-Party,180.0,0,0
HB-092687,City Hotel,0,151,2024,July,27,6,2024-07-06,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.7,0,1
HB-048972,City Hotel,1,81,2024,April,14,3,2024-04-03,2,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,73.9,0,0
HB-047715,City Hotel,1,31,2024,March,9,1,2024-03-01,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.4,0,1
HB-070131,City Hotel,1,45,2025,June,24,10,2025-06-10,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,120.0,0,0
HB-027282,Resort Hotel,0,342,2025,August,34,20,2025-08-20,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,240.0,,0,Transient,185.4,0,2
HB-118184,City Hotel,0,139,2025,August,32,9,2025-08-09,2,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,111.6,0,0
HB-001505,Resort Hotel,0,27,2023,September,35,1,2023-09-01,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,101.03,0,0
HB-083414,City Hotel,0,2,2024,January,5,30,2024-01-30,0,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.0,0,1
HB-086596,City Hotel,0,5,2024,April,14,1,2024-04-01,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,141.0,0,2
HB-071990,City Hotel,1,7,2025,July,29,17,2025-07-17,1,1,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,0
HB-067685,City Hotel,1,162,2025,May,19,6,2025-05-06,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0
HB-040602,City Hotel,1,76,2023,August,31,3,2023-08-03,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,12.0,0,0
HB-074409,City Hotel,1,290,2023,August,31,3,2023-08-03,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-078415,City Hotel,0,11,2023,October,40,4,2023-10-04,2,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient-Party,125.4,0,1
HB-076975,City Hotel,1,342,2023,September,38,24,2023-09-24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-033548,Resort Hotel,0,70,2025,February,8,22,2025-02-22,0,4,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,405.0,0,Transient-Party,42.0,0,0
HB-076829,City Hotel,0,0,2023,August,32,12,2023-08-12,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.0,0,0
HB-071582,City Hotel,1,191,2025,July,28,8,2025-07-08,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1
HB-083863,City Hotel,0,1,2024,February,7,13,2024-02-13,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0
HB-092670,City Hotel,0,1,2024,July,27,6,2024-07-06,0,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.5,0,0
HB-062704,City Hotel,1,559,2025,January,3,19,2025-01-19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-017467,Resort Hotel,0,35,2023,October,40,6,2023-10-06,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,171.0,,0,Transient,52.5,1,0
HB-068486,City Hotel,1,94,2025,May,20,18,2025-05-18,2,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.6,0,0
HB-003680,Resort Hotel,0,165,2023,December,52,30,2023-12-30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0
HB-010403,Resort Hotel,1,15,2025,March,10,5,2025-03-05,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,1
HB-073250,City Hotel,1,1,2025,August,33,17,2025-08-17,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,170.0,0,0
HB-071496,City Hotel,1,173,2025,July,27,6,2025-07-06,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,89.1,0,0
HB-087570,City Hotel,0,89,2024,April,16,18,2024-04-18,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
HB-023246,Resort Hotel,0,31,2024,April,16,18,2024-04-18,1,1,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,E,E,0,No Deposit,,,0,Transient,91.0,0,0
HB-036781,Resort Hotel,0,203,2025,May,21,25,2025-05-25,1,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,4,No Deposit,,223.0,0,Transient-Party,55.0,1,0
HB-081837,City Hotel,1,178,2024,April,17,28,2024-04-28,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,46,Transient,110.0,0,0
HB-064334,City Hotel,1,97,2025,March,10,6,2025-03-06,1,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0
HB-002576,Resort Hotel,0,122,2023,October,42,22,2023-10-22,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,55.0,0,2
HB-010835,Resort Hotel,1,24,2025,April,15,8,2025-04-08,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,147.0,0,1
HB-060745,City Hotel,1,74,2024,November,47,19,2024-11-19,2,4,2,0.0,0,SC,MLT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,2
HB-045265,City Hotel,0,69,2023,October,43,25,2023-10-25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0
HB-014532,Resort Hotel,0,2,2025,March,13,30,2025-03-30,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,3,A,A,0,No Deposit,,135.0,0,Transient,35.0,1,0
HB-056469,City Hotel,1,163,2024,September,36,7,2024-09-07,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0
HB-043918,City Hotel,1,87,2023,September,39,25,2023-09-25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-049383,City Hotel,1,47,2024,April,15,12,2024-04-12,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient,99.9,0,0
HB-008696,Resort Hotel,0,337,2024,October,41,9,2024-10-09,2,5,1,0.0,0,HB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,273.0,,101,Transient-Party,42.81,0,0
HB-008486,Resort Hotel,1,157,2024,October,40,1,2024-10-01,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,96.0,,0,Transient,52.0,0,0
HB-055703,City Hotel,1,242,2024,August,34,19,2024-08-19,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,1
HB-054041,City Hotel,1,245,2024,July,27,6,2024-07-06,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,110.0,0,0
HB-071636,City Hotel,1,226,2025,July,28,9,2025-07-09,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
HB-098076,City Hotel,0,296,2024,September,38,21,2024-09-21,0,4,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,117.0,0,1
HB-061375,City Hotel,1,98,2024,December,49,8,2024-12-08,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2
HB-086661,City Hotel,0,55,2024,April,14,6,2024-04-06,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,104.0,0,0
HB-017012,Resort Hotel,0,239,2023,September,38,19,2023-09-19,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,248.0,,0,Transient-Party,80.0,0,0
HB-035123,Resort Hotel,0,53,2025,April,15,10,2025-04-10,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,70.53,1,1
HB-017076,Resort Hotel,0,0,2023,September,38,23,2023-09-23,0,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,98.0,1,0
HB-095566,City Hotel,0,0,2024,August,34,20,2024-08-20,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,129.0,0,0
HB-100401,City Hotel,0,33,2024,October,43,26,2024-10-26,0,2,1,0.0,0,SC,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.0,0,0
HB-011823,Resort Hotel,1,411,2025,May,22,31,2025-05-31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0,0
HB-087252,City Hotel,0,26,2024,April,16,15,2024-04-15,0,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,145.0,0,2
HB-092033,City Hotel,0,120,2024,June,26,27,2024-06-27,1,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,0
HB-062413,City Hotel,1,277,2025,January,3,13,2025-01-13,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,83.61,0,0
HB-022347,Resort Hotel,0,44,2024,March,11,17,2024-03-17,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,2.0,,0,Contract,72.43,0,1
